Charge Code/APC Package,Description,Hospital Price,Revenue Code,CPT/HCPCS,NDC,Cash Price,,Blue Cross Commercial,Blue Cross Chip,Blue Cross Special Care,Blue Cross Community Blue,Blue Cross Federal,UPMC Commercial,UPMC For Life,UHC,United Healthcare Medicare,Cigna,Aetna Commercial,Aetna Medicare,,MIN,MAX
52417,TRAY MYELOGRAM,141,270,,,62.04,, -   , -   , -   , -   , -   ,63.45, -   ,81.78, -   ,64.16, -   , -   ,,63.45,81.78
52669,RESUSCITATOR MANUAL INFANT MAS,141,270,,,62.04,, -   , -   , -   , -   , -   ,63.45, -   ,81.78, -   ,64.16, -   , -   ,,63.45,81.78
67937,ON-Q 2 DAY PUMP,141,278,,,62.04,, -   , -   , -   , -   , -   ,63.45, -   ,81.78, -   ,64.16, -   , -   ,,63.45,81.78
19777,LUTEINIZING HORMONE LH,141,301,83002,,62.04,,41.34,18.47,12.96,38.76,41.34,74.42,18.52,28,18.52,64.16,45.56,18.89,,12.96,74.42
65451,"PHENYTOIN,FREE",141,301,80186,,62.04,,30.72,13.73,9.63,28.8,30.72,67.78,13.76,28,13.76,64.16,33.85,14.04,,9.63,67.78
65229,QUINIDINE,141,301,80194,,62.04,,32.59,14.56,10.22,30.56,32.59,55.71,14.6,28,14.6,64.16,35.92,14.89,,10.22,64.16
67525,STEP DOWN RECOVERY 1 HR OR LES,141,710,,,62.04,, -   , -   , -   , -   , -   ,63.45, -   ,81.78, -   ,64.16, -   , -   ,,63.45,81.78
55680,"PAD STERILE, MULTI USE-POLAR",142,270,,,62.48,, -   , -   , -   , -   , -   ,63.9, -   ,82.36, -   ,64.61, -   , -   ,,63.9,82.36
59602,UNIVERSAL BLOCK TRAY,142,272,,,62.48,, -   , -   , -   , -   , -   ,63.9, -   ,82.36, -   ,64.61, -   , -   ,,63.9,82.36
53414,PRIMIDONE,142,300,80188,,62.48,,37.03,16.55,11.61,34.72,37.03,79.06,16.59,28,16.59,64.61,40.81,16.92,,11.61,79.06
65623,FUNGITELL ASSAY,142,300,87449,,62.48,,26.74,11.95,8.39,25.07,26.74,58.02,11.98,28,11.98,64.61,29.47,12.22,,8.39,64.61
65924,T3 TOTAL,142,301,84480,,62.48,,31.65,14.14,9.93,29.68,31.65,55.14,14.18,28,14.18,64.61,34.88,14.46,,9.93,64.61
54461,PLASMINOGEN,142,305,85420,,62.48,,14.58,6.51,4.57,13.67,14.58,33.06,6.53,28,6.53,64.61,16.06,6.66,,4.57,64.61
64429,INFLUENZA,142,306,87804,,62.48,,36.95,16.51,11.59,34.64,36.95,54.45,16.55,28,16.55,64.61,40.71,16.88,,11.59,64.61
65599,INFLUENZA W/MOD,142,306,87804,,62.48,,36.95,16.51,11.59,34.64,36.95,54.45,16.55,28,16.55,64.61,40.71,16.88,,11.59,64.61
68157,VISCOAT,144,272,,,63.36,, -   , -   , -   , -   , -   ,64.8, -   ,83.52, -   ,65.52, -   , -   ,,64.8,83.52
65254,VB12 UNSATURATED BINDING,144,301,82608,,63.36,,31.97,14.28,10.02,29.97,31.97,69.04,14.32,28,14.32,65.52,35.23,14.61,,10.02,69.04
65194,HEPATITIS B SURFACE ANTIB,144,302,86706,,63.36,,23.98,10.71,7.52,22.48,23.98,67.17,10.74,28,10.74,65.52,26.42,10.95,,7.52,67.17
54539,ORTHOTIC MGMT & TRAINING/15 MI,144,420,97760,,63.36,,108.27,48.38,33.95,101.51,108.27,64.8,48.5,83.52,48.5,65.52,119.31,49.47,,33.95,119.31
54539,ORTHOTIC MGMT & TRAINING/15 MI,144,420,97760,,63.36,,108.27,48.38,33.95,101.51,108.27,64.8,48.5,83.52,48.5,65.52,119.31,49.47,,33.95,119.31
54539,ORTHOTIC MGMT & TRAINING/15 MI,144,420,97760,,63.36,,108.27,48.38,33.95,101.51,108.27,64.8,48.5,83.52,48.5,65.52,119.31,49.47,,33.95,119.31
54539,ORTHOTIC MGMT & TRAINING/15 MI,144,420,97760,,63.36,,108.27,48.38,33.95,101.51,108.27,64.8,48.5,83.52,48.5,65.52,119.31,49.47,,33.95,119.31
54539,ORTHOTIC MGMT & TRAINING/15 MI,144,420,97760,,63.36,,108.27,48.38,33.95,101.51,108.27,64.8,48.5,83.52,48.5,65.52,119.31,49.47,,33.95,119.31
59172,ORTHOTIC MGMT & TRAINING,144,430,97760,,63.36,,108.27,48.38,33.95,101.51,108.27,64.8,48.5,83.52,48.5,65.52,119.31,49.47,,33.95,119.31
59172,ORTHOTIC MGMT & TRAINING,144,430,97760,,63.36,,108.27,48.38,33.95,101.51,108.27,64.8,48.5,83.52,48.5,65.52,119.31,49.47,,33.95,119.31
59172,ORTHOTIC MGMT & TRAINING,144,430,97760,,63.36,,108.27,48.38,33.95,101.51,108.27,64.8,48.5,83.52,48.5,65.52,119.31,49.47,,33.95,119.31
HE514,HEPATITIS B VACCINE 1 ML,144,636,90746,,63.36,,130.46,58.3,40.91,122.31,130.46,243.75,58.44,83.52,58.44,65.52,143.76,59.61,,40.91,243.75
HE523,HEP B ADULT 10MCG/ML VIAL,144,636,90746,,63.36,,130.46,58.3,40.91,122.31,130.46,243.75,58.44,83.52,58.44,65.52,143.76,59.61,,40.91,243.75
66958,PERQ DEVICE BREAST ADD IMAG,145,361,19282,,63.8,, -   , -   , -   , -   , -   ,65.25, -   ,84.1, -   ,65.98, -   , -   ,,65.25,84.1
67436,OT RE-EVAL EST PLAN CARE,145,434,97168,,63.8,,138.23,61.77,43.34,129.6,138.23,65.25,61.92,84.1,61.92,65.98,152.32,63.16,,43.34,152.32
67436,OT RE-EVAL EST PLAN CARE,145,434,97168,,63.8,,138.23,61.77,43.34,129.6,138.23,65.25,61.92,84.1,61.92,65.98,152.32,63.16,,43.34,152.32
67436,OT RE-EVAL EST PLAN CARE,145,434,97168,,63.8,,138.23,61.77,43.34,129.6,138.23,65.25,61.92,84.1,61.92,65.98,152.32,63.16,,43.34,152.32
66381,GIARDIA IgA,146,300,86674,,64.24,,32.86,14.68,10.3,30.81,32.86,57.02,14.72,28,14.72,66.43,36.21,15.01,,10.3,66.43
66389,GIARDIA IgG,146,300,86674,,64.24,,32.86,14.68,10.3,30.81,32.86,57.02,14.72,28,14.72,66.43,36.21,15.01,,10.3,66.43
66397,GIARDIA IgM,146,300,86674,,64.24,,32.86,14.68,10.3,30.81,32.86,57.02,14.72,28,14.72,66.43,36.21,15.01,,10.3,66.43
58560,"TOPIRAMATE, QUANT",146,301,80201,,64.24,,26.61,11.89,8.34,24.95,26.61,77.66,11.92,28,11.92,66.43,29.32,12.16,,8.34,77.66
65270,ALPHA -1-ANTITRYPSIN PHENOTYPI,146,301,82104,,64.24,,32.28,14.42,10.12,30.26,32.28,56.15,14.46,28,14.46,66.43,35.57,14.75,,10.12,66.43
50506,CEMENT SYRINGE,147,272,,,64.68,, -   , -   , -   , -   , -   ,66.15, -   ,85.26, -   ,66.89, -   , -   ,,66.15,85.26
68201,EAR WICK 9X15 MM,147,272,,,64.68,, -   , -   , -   , -   , -   ,66.15, -   ,85.26, -   ,66.89, -   , -   ,,66.15,85.26
9872,TSH,147,300,84443,,64.68,,37.5,16.76,11.76,35.16,37.5,78.8,16.8,28,16.8,66.89,41.33,17.14,,11.76,78.8
66220,HERPES 1/11 IgM,147,300,86694,,64.68,,32.12,14.35,10.07,30.12,32.12,68.65,14.39,28,14.39,66.89,35.4,14.68,,10.07,68.65
65395,ANGIOTENSIN-1 CNVRTG ENZY,147,301,82164,,64.68,,32.59,14.56,10.22,30.56,32.59,70.26,14.6,28,14.6,66.89,35.92,14.89,,10.22,70.26
51361,FACTOR VIII:C (CBB),147,305,85240,,64.68,,39.96,17.86,12.53,37.46,39.96,84.28,17.9,28,17.9,66.89,44.03,18.26,,12.53,84.28
51365,FACTOR XII (CBB),147,305,85280,,64.68,,43.2,19.3,13.55,40.5,43.2,80.54,19.35,28,19.35,66.89,47.6,19.74,,13.55,80.54
53364,TUBE CANTOR 12 FR. PEDIATRIC 5,148,270,,,65.12,, -   , -   , -   , -   , -   ,66.6, -   ,85.84, -   ,67.34, -   , -   ,,66.6,85.84
59509,DRESSING:NORMALGEL 5GM,148,272,,,65.12,, -   , -   , -   , -   , -   ,66.6, -   ,85.84, -   ,67.34, -   , -   ,,66.6,85.84
59509,DRESSING:NORMALGEL 5GM,148,272,,,65.12,, -   , -   , -   , -   , -   ,66.6, -   ,85.84, -   ,67.34, -   , -   ,,66.6,85.84
59509,DRESSING:NORMALGEL 5GM,148,272,,,65.12,, -   , -   , -   , -   , -   ,66.6, -   ,85.84, -   ,67.34, -   , -   ,,66.6,85.84
65184,DUODERM HYDROACTIVE GEL,148,272,A6248,,65.12,, -   , -   , -   , -   , -   ,49.97, -   ,85.84, -   ,67.34, -   , -   ,,49.97,85.84
65184,DUODERM HYDROACTIVE GEL,148,272,A6248,,65.12,, -   , -   , -   , -   , -   ,49.97, -   ,85.84, -   ,67.34, -   , -   ,,49.97,85.84
65184,DUODERM HYDROACTIVE GEL,148,272,A6248,,65.12,, -   , -   , -   , -   , -   ,49.97, -   ,85.84, -   ,67.34, -   , -   ,,49.97,85.84
65184,DUODERM HYDROACTIVE GEL,148,272,A6248,,65.12,, -   , -   , -   , -   , -   ,49.97, -   ,85.84, -   ,67.34, -   , -   ,,49.97,85.84
65184,DUODERM HYDROACTIVE GEL,148,272,A6248,,65.12,, -   , -   , -   , -   , -   ,49.97, -   ,85.84, -   ,67.34, -   , -   ,,49.97,85.84
65184,DUODERM HYDROACTIVE GEL,148,272,A6248,,65.12,, -   , -   , -   , -   , -   ,49.97, -   ,85.84, -   ,67.34, -   , -   ,,49.97,85.84
65184,DUODERM HYDROACTIVE GEL,148,272,A6248,,65.12,, -   , -   , -   , -   , -   ,49.97, -   ,85.84, -   ,67.34, -   , -   ,,49.97,85.84
65184,DUODERM HYDROACTIVE GEL,148,272,A6248,,65.12,, -   , -   , -   , -   , -   ,49.97, -   ,85.84, -   ,67.34, -   , -   ,,49.97,85.84
65184,DUODERM HYDROACTIVE GEL,148,272,A6248,,65.12,, -   , -   , -   , -   , -   ,49.97, -   ,85.84, -   ,67.34, -   , -   ,,49.97,85.84
65184,DUODERM HYDROACTIVE GEL,148,272,A6248,,65.12,, -   , -   , -   , -   , -   ,49.97, -   ,85.84, -   ,67.34, -   , -   ,,49.97,85.84
65184,DUODERM HYDROACTIVE GEL,148,272,A6248,,65.12,, -   , -   , -   , -   , -   ,49.97, -   ,85.84, -   ,67.34, -   , -   ,,49.97,85.84
65184,DUODERM HYDROACTIVE GEL,148,272,A6248,,65.12,, -   , -   , -   , -   , -   ,49.97, -   ,85.84, -   ,67.34, -   , -   ,,49.97,85.84
68174,ADVANIX BILIARY STENT,148,278,C2625,,65.12,, -   , -   , -   , -   , -   ,66.6, -   ,85.84, -   ,67.34, -   , -   ,,66.6,85.84
65261,TBG BY IRMA,148,301,84442,,65.12,,32.99,14.74,10.35,30.93,32.99,57.76,14.78,28,14.78,67.34,36.36,15.08,,10.35,67.34
65339,ALKALINE PHOSPHATASE ISO,148,301,84080,,65.12,,32.99,14.74,10.35,30.93,32.99,56.84,14.78,28,14.78,67.34,36.36,15.08,,10.35,67.34
59739,PT WORK HARDENING EA ADD HOUR,148,420,97546,,65.12,, -   , -   , -   , -   , -   ,132.76, -   ,85.84, -   ,67.34, -   , -   ,,67.34,132.76
59739,PT WORK HARDENING EA ADD HOUR,148,420,97546,,65.12,, -   , -   , -   , -   , -   ,132.76, -   ,85.84, -   ,67.34, -   , -   ,,67.34,132.76
68349,SUTURE LASSO 45 DEGREE LT CURV,150,272,,,66,, -   , -   , -   , -   , -   ,67.5, -   ,87, -   ,68.25, -   , -   ,,67.5,87
68351,SUTURELASSO 45 DEGREE,150,272,,,66,, -   , -   , -   , -   , -   ,67.5, -   ,87, -   ,68.25, -   , -   ,,67.5,87
67655,VORTX COIL 5.5X5,150,278,,,66,, -   , -   , -   , -   , -   ,67.5, -   ,87, -   ,68.25, -   , -   ,,67.5,87
65422,PNEUMOCCAL,150,300,86317,,66,,33.46,14.95,10.49,31.37,33.46,71.7,14.99,28,14.99,68.25,36.88,15.29,,10.49,71.7
66018,CRYPTOCOCCAL ANTIGEN,150,300,86317,,66,,33.46,14.95,10.49,31.37,33.46,71.7,14.99,28,14.99,68.25,36.88,15.29,,10.49,71.7
58639,HEP A IGM,150,300,86709,,66,,25.14,11.23,7.88,23.57,25.14,70.91,11.26,28,11.26,68.25,27.7,11.49,,7.88,70.91
65703,"HEPATITIS B SURFACE AB,Q",150,302,86317,,66,,33.46,14.95,10.49,31.37,33.46,71.7,14.99,28,14.99,68.25,36.88,15.29,,10.49,71.7
65142,LEGIONELLA ANTIBODY SING,150,302,86713,,66,,34.16,15.26,10.71,32.02,34.16,70.91,15.3,28,15.3,68.25,37.64,15.61,,10.71,70.91
65382,THYROGLOBULIN ABS,150,302,86800,,66,,35.52,15.87,11.14,33.3,35.52,58.52,15.91,28,15.91,68.25,39.14,16.23,,11.14,68.25
IN595.1,IIV NO PRSV INCREASED AG IM,150,636,90662,,66,,81.08,36.23,25.42,76.02,81.08,67.5,36.32,87,36.32,68.25,89.35,37.05,,25.42,89.35
IN596.2,RIV4 VACC RECOMBINANT DNA IM,150,636,90682,,66,, -   , -   , -   , -   , -   ,67.5, -   ,87, -   ,68.25, -   , -   ,,67.5,87
52189,SPLINT ALUM LEG KL CHILD 11 3/,151,270,,,66.44,, -   , -   , -   , -   , -   ,67.95, -   ,87.58, -   ,68.71, -   , -   ,,67.95,87.58
63668,"ALGINATE,WOUND>16 AND<48 SQ EA",151,272,,,66.44,, -   , -   , -   , -   , -   ,67.95, -   ,87.58, -   ,68.71, -   , -   ,,67.95,87.58
63668,"ALGINATE,WOUND>16 AND<48 SQ EA",151,272,,,66.44,, -   , -   , -   , -   , -   ,67.95, -   ,87.58, -   ,68.71, -   , -   ,,67.95,87.58
64045,PROACT/TEMNO NEEDLE UP TO 9 CM,151,272,,,66.44,, -   , -   , -   , -   , -   ,67.95, -   ,87.58, -   ,68.71, -   , -   ,,67.95,87.58
64045,PROACT/TEMNO NEEDLE UP TO 9 CM,151,272,,,66.44,, -   , -   , -   , -   , -   ,67.95, -   ,87.58, -   ,68.71, -   , -   ,,67.95,87.58
64045,PROACT/TEMNO NEEDLE UP TO 9 CM,151,272,,,66.44,, -   , -   , -   , -   , -   ,67.95, -   ,87.58, -   ,68.71, -   , -   ,,67.95,87.58
64045,PROACT/TEMNO NEEDLE UP TO 9 CM,151,272,,,66.44,, -   , -   , -   , -   , -   ,67.95, -   ,87.58, -   ,68.71, -   , -   ,,67.95,87.58
64045,PROACT/TEMNO NEEDLE UP TO 9 CM,151,272,,,66.44,, -   , -   , -   , -   , -   ,67.95, -   ,87.58, -   ,68.71, -   , -   ,,67.95,87.58
64045,PROACT/TEMNO NEEDLE UP TO 9 CM,151,272,,,66.44,, -   , -   , -   , -   , -   ,67.95, -   ,87.58, -   ,68.71, -   , -   ,,67.95,87.58
64045,PROACT/TEMNO NEEDLE UP TO 9 CM,151,272,,,66.44,, -   , -   , -   , -   , -   ,67.95, -   ,87.58, -   ,68.71, -   , -   ,,67.95,87.58
64045,PROACT/TEMNO NEEDLE UP TO 9 CM,151,272,,,66.44,, -   , -   , -   , -   , -   ,67.95, -   ,87.58, -   ,68.71, -   , -   ,,67.95,87.58
64045,PROACT/TEMNO NEEDLE UP TO 9 CM,151,272,,,66.44,, -   , -   , -   , -   , -   ,67.95, -   ,87.58, -   ,68.71, -   , -   ,,67.95,87.58
65176,AQUACEL AG,151,272,A6197,,66.44,, -   , -   , -   , -   , -   ,50.62, -   ,87.58, -   ,68.71, -   , -   ,,50.62,87.58
65176,AQUACEL AG,151,272,A6197,,66.44,, -   , -   , -   , -   , -   ,50.62, -   ,87.58, -   ,68.71, -   , -   ,,50.62,87.58
65176,AQUACEL AG,151,272,A6197,,66.44,, -   , -   , -   , -   , -   ,50.62, -   ,87.58, -   ,68.71, -   , -   ,,50.62,87.58
65176,AQUACEL AG,151,272,A6197,,66.44,, -   , -   , -   , -   , -   ,50.62, -   ,87.58, -   ,68.71, -   , -   ,,50.62,87.58
65176,AQUACEL AG,151,272,A6197,,66.44,, -   , -   , -   , -   , -   ,50.62, -   ,87.58, -   ,68.71, -   , -   ,,50.62,87.58
65176,AQUACEL AG,151,272,A6197,,66.44,, -   , -   , -   , -   , -   ,50.62, -   ,87.58, -   ,68.71, -   , -   ,,50.62,87.58
65176,AQUACEL AG,151,272,A6197,,66.44,, -   , -   , -   , -   , -   ,50.62, -   ,87.58, -   ,68.71, -   , -   ,,50.62,87.58
65176,AQUACEL AG,151,272,A6197,,66.44,, -   , -   , -   , -   , -   ,50.62, -   ,87.58, -   ,68.71, -   , -   ,,50.62,87.58
65176,AQUACEL AG,151,272,A6197,,66.44,, -   , -   , -   , -   , -   ,50.62, -   ,87.58, -   ,68.71, -   , -   ,,50.62,87.58
65176,AQUACEL AG,151,272,A6197,,66.44,, -   , -   , -   , -   , -   ,50.62, -   ,87.58, -   ,68.71, -   , -   ,,50.62,87.58
65176,AQUACEL AG,151,272,A6197,,66.44,, -   , -   , -   , -   , -   ,50.62, -   ,87.58, -   ,68.71, -   , -   ,,50.62,87.58
65176,AQUACEL AG,151,272,A6197,,66.44,, -   , -   , -   , -   , -   ,50.62, -   ,87.58, -   ,68.71, -   , -   ,,50.62,87.58
66026,RESPIRATORY SYNCYTIAL VIRUS,151,300,87420,,66.44,,31.05,13.88,9.74,29.11,31.05,74.66,13.91,28,13.91,68.71,34.22,14.19,,9.74,74.66
65834,PYRUVIC ACID,151,300,84210,,66.44,,32.32,14.44,10.14,30.31,32.32,71.56,14.48,28,14.48,68.71,35.62,14.77,,10.14,71.56
65035,CHOLINESTERASE & DIBUCAIN,151,300,82638,,66.44,,27.35,12.22,8.58,25.64,27.35,70.78,12.25,28,12.25,68.71,30.14,12.5,,8.58,70.78
65227,VITAMIN B1,151,301,84425,,66.44,,47.39,21.18,14.86,44.43,47.39,136.94,21.23,28,21.23,68.71,52.23,21.65,,14.86,136.94
19868,VALPROIC ACID TOTAL,151,301,80164,,66.44,,30.23,13.51,9.48,28.34,30.23,64.81,13.54,28,13.54,68.71,33.31,13.81,,9.48,68.71
66555,VALPROIC ACID TOTAL,151,301,80164,,66.44,,30.23,13.51,9.48,28.34,30.23,64.81,13.54,28,13.54,68.71,33.31,13.81,,9.48,68.71
51359,FACTOR V (CBB),151,305,85220,,66.44,,39.4,17.61,12.36,36.94,39.4,92.39,17.65,28,17.65,68.71,43.42,18,,12.36,92.39
64704,GROCOTT'S (GMS),151,312,88312,,66.44,,100.37,44.85,31.47,94.1,100.37,22.95,44.96,68,44.96,68.71,110.6,45.86,,22.95,110.6
65606,ACID FAST STAIN,151,312,88312,,66.44,,100.37,44.85,31.47,94.1,100.37,22.95,44.96,68,44.96,68.71,110.6,45.86,,22.95,110.6
65662,GROCOTT'S (GMS),151,312,88312,,66.44,,100.37,44.85,31.47,94.1,100.37,22.95,44.96,68,44.96,68.71,110.6,45.86,,22.95,110.6
65670,GRAM STAIN FOR HISTOLOGY,151,312,88312,,66.44,,100.37,44.85,31.47,94.1,100.37,22.95,44.96,68,44.96,68.71,110.6,45.86,,22.95,110.6
65710,PERIODIC ACID SCHIFF/FUNGUS,151,312,88312,,66.44,,100.37,44.85,31.47,94.1,100.37,22.95,44.96,68,44.96,68.71,110.6,45.86,,22.95,110.6
67175,HLA CLASS 1&2 AB QL,152,300,86828,,66.88,,143.3,64.03,44.93,134.35,143.3,68.4,64.19,28,64.19,69.16,157.91,65.47,,28,157.91
67195,INTRVASC US NON CORONARY 1ST,152,361,37252,,66.88,, -   , -   , -   , -   , -   ,68.4, -   ,88.16, -   ,69.16, -   , -   ,,68.4,88.16
67990,SURGICEL SNOW 2X4,153,272,,,67.32,, -   , -   , -   , -   , -   ,68.85, -   ,88.74, -   ,69.62, -   , -   ,,68.85,88.74
67924,VERSAFLEX PT CATHETER,153,278,,,67.32,, -   , -   , -   , -   , -   ,68.85, -   ,88.74, -   ,69.62, -   , -   ,,68.85,88.74
65619,PANCREATIC ELASTASE 1,153,301,82656,,67.32,,25.74,11.5,8.07,24.13,25.74,68.85,11.53,28,11.53,69.62,28.36,11.76,,8.07,69.62
41983,"GENTAMICIN, TROUGH ONLY",153,301,80170,,67.32,,36.57,16.34,11.47,34.28,36.57,77.79,16.38,28,16.38,69.62,40.29,16.71,,11.47,77.79
41984,"GENTAMICIN, PEAK ONLY",153,301,80170,,67.32,,36.57,16.34,11.47,34.28,36.57,77.79,16.38,28,16.38,69.62,40.29,16.71,,11.47,77.79
19498,VANCOMYCIN TORUGH,153,301,80202,,67.32,,30.23,13.51,9.48,28.34,30.23,52.57,13.54,28,13.54,69.62,33.31,13.81,,9.48,69.62
19499,VANCOMYCIN PEAK,153,301,80202,,67.32,,30.23,13.51,9.48,28.34,30.23,52.57,13.54,28,13.54,69.62,33.31,13.81,,9.48,69.62
65172,HEPATITIS BE ANITBODY,153,302,86707,,67.32,,25.83,11.54,8.1,24.22,25.83,73.39,11.57,28,11.57,69.62,28.46,11.8,,8.1,73.39
19567,MYCOPLASMA CULTURE,153,306,87109,,67.32,,34.36,15.35,10.77,32.21,34.36,71.35,15.39,28,15.39,69.62,37.86,15.7,,10.77,71.35
65164,HEPATITIS BE ANTIGEN,153,306,87350,,67.32,,25.74,11.5,8.07,24.13,25.74,70.74,11.53,28,11.53,69.62,28.36,11.76,,8.07,70.74
66395,CATH INJ FOR SUPRAVAL AORTO,153,481,93567,,67.32,, -   , -   , -   , -   , -   ,68.85, -   ,88.74, -   ,69.62, -   , -   ,,68.85,88.74
53657,TRAY CENT VENOUS CATH 3.0 FR X,154,270,,,67.76,, -   , -   , -   , -   , -   ,69.3, -   ,89.32, -   ,70.07, -   , -   ,,69.3,89.32
53658,TRAY CENT VENOUS CATH 3.0 FR X,154,270,,,67.76,, -   , -   , -   , -   , -   ,69.3, -   ,89.32, -   ,70.07, -   , -   ,,69.3,89.32
53659,TRAY CENT VENOUS CATH 4.0 FR X,154,270,,,67.76,, -   , -   , -   , -   , -   ,69.3, -   ,89.32, -   ,70.07, -   , -   ,,69.3,89.32
53660,TRAY CENT VENOUS CATH 4.0 FR X,154,270,,,67.76,, -   , -   , -   , -   , -   ,69.3, -   ,89.32, -   ,70.07, -   , -   ,,69.3,89.32
66016,POST VASECTOMY ANALYSIS,154,300,89321,,67.76,,26.9,12.02,8.44,25.22,26.9,27.83,12.05,28,12.05,70.07,29.64,12.29,,8.44,70.07
58362,APOLIPOPROTEIN,154,301,82172,,67.76,,47.08,21.04,14.76,44.14,47.08,74.22,21.09,28,21.09,70.07,51.88,21.51,,14.76,74.22
65435,APOLIPOROTEIN B,154,301,82172,,67.76,,47.08,21.04,14.76,44.14,47.08,74.22,21.09,28,21.09,70.07,51.88,21.51,,14.76,74.22
65349,VANILLYLMANDELIC ACID VMA,154,301,84585,,67.76,,34.6,15.46,10.85,32.44,34.6,72.83,15.5,28,15.5,70.07,38.13,15.81,,10.85,72.83
65341,VITAMIN E,154,301,84446,,67.76,,31.65,14.14,9.93,29.68,31.65,61.68,14.18,28,14.18,70.07,34.88,14.46,,9.93,70.07
51396,MICORALBUMIN,154,301,82043,,67.76,,12.9,5.77,4.05,12.1,12.9,29.88,5.78,28,5.78,70.07,14.22,5.9,,4.05,70.07
65158,EBNA (NUCLEAR ANTIGEN),154,302,86664,,67.76,,34.13,15.25,10.7,32,34.13,60.72,15.29,28,15.29,70.07,37.61,15.6,,10.7,70.07
65067,CYTOMEGALOVIRUS ANITBODY,154,302,86644,,67.76,,32.12,14.35,10.07,30.12,32.12,55.06,14.39,28,14.39,70.07,35.4,14.68,,10.07,70.07
67603,DECALCIFICATION,154,312,88311,,67.76,, -   , -   , -   , -   , -   ,64.42, -   ,68, -   ,70.07, -   , -   ,,64.42,70.07
68158,CORDLESS NEOGARD TRANDUC COVER,155,272,,,68.2,, -   , -   , -   , -   , -   ,69.75, -   ,89.9, -   ,70.53, -   , -   ,,69.75,89.9
67954,MIC J-TUBE 12FR,155,278,,,68.2,, -   , -   , -   , -   , -   ,69.75, -   ,89.9, -   ,70.53, -   , -   ,,69.75,89.9
67943,PHENYLALANINE,155,300,84030,,68.2,,12.28,5.49,3.85,11.51,12.28,27.53,5.5,28,5.5,70.53,13.53,5.61,,3.85,70.53
64303,PAD FOR AED CPT-D,156,270,,,68.64,, -   , -   , -   , -   , -   ,70.2, -   ,90.48, -   ,70.98, -   , -   ,,70.2,90.48
64303,PAD FOR AED CPT-D,156,270,,,68.64,, -   , -   , -   , -   , -   ,70.2, -   ,90.48, -   ,70.98, -   , -   ,,70.2,90.48
64303,PAD FOR AED CPT-D,156,270,,,68.64,, -   , -   , -   , -   , -   ,70.2, -   ,90.48, -   ,70.98, -   , -   ,,70.2,90.48
64303,PAD FOR AED CPT-D,156,270,,,68.64,, -   , -   , -   , -   , -   ,70.2, -   ,90.48, -   ,70.98, -   , -   ,,70.2,90.48
64303,PAD FOR AED CPT-D,156,270,,,68.64,, -   , -   , -   , -   , -   ,70.2, -   ,90.48, -   ,70.98, -   , -   ,,70.2,90.48
64303,PAD FOR AED CPT-D,156,270,,,68.64,, -   , -   , -   , -   , -   ,70.2, -   ,90.48, -   ,70.98, -   , -   ,,70.2,90.48
64303,PAD FOR AED CPT-D,156,270,,,68.64,, -   , -   , -   , -   , -   ,70.2, -   ,90.48, -   ,70.98, -   , -   ,,70.2,90.48
64303,PAD FOR AED CPT-D,156,270,,,68.64,, -   , -   , -   , -   , -   ,70.2, -   ,90.48, -   ,70.98, -   , -   ,,70.2,90.48
64303,PAD FOR AED CPT-D,156,270,,,68.64,, -   , -   , -   , -   , -   ,70.2, -   ,90.48, -   ,70.98, -   , -   ,,70.2,90.48
64303,PAD FOR AED CPT-D,156,270,,,68.64,, -   , -   , -   , -   , -   ,70.2, -   ,90.48, -   ,70.98, -   , -   ,,70.2,90.48
64303,PAD FOR AED CPT-D,156,270,,,68.64,, -   , -   , -   , -   , -   ,70.2, -   ,90.48, -   ,70.98, -   , -   ,,70.2,90.48
52673,INTRODUCER SHEATHS,156,272,C1766,,68.64,, -   , -   , -   , -   , -   ,70.2, -   ,90.48, -   ,70.98, -   , -   ,,70.2,90.48
65369,KYPHON EXPRESS BONE BIOPSY,156,272,,,68.64,, -   , -   , -   , -   , -   ,70.2, -   ,90.48, -   ,70.98, -   , -   ,,70.2,90.48
65369,KYPHON EXPRESS BONE BIOPSY,156,272,,,68.64,, -   , -   , -   , -   , -   ,70.2, -   ,90.48, -   ,70.98, -   , -   ,,70.2,90.48
67841,KYPHO BONE CEMENT & MIXER,156,278,C1713,,68.64,, -   , -   , -   , -   , -   ,70.2, -   ,90.48, -   ,70.98, -   , -   ,,70.2,90.48
67841,KYPHO BONE CEMENT & MIXER,156,278,C1713,,68.64,, -   , -   , -   , -   , -   ,70.2, -   ,90.48, -   ,70.98, -   , -   ,,70.2,90.48
67841,KYPHO BONE CEMENT & MIXER,156,278,C1713,,68.64,, -   , -   , -   , -   , -   ,70.2, -   ,90.48, -   ,70.98, -   , -   ,,70.2,90.48
68171,BENT TIP J TUBE 8.5,156,278,,,68.64,, -   , -   , -   , -   , -   ,70.2, -   ,90.48, -   ,70.98, -   , -   ,,70.2,90.48
68252,ENDOVIVE JUJUNAL FEEDING TUBE,156,278,,,68.64,, -   , -   , -   , -   , -   ,70.2, -   ,90.48, -   ,70.98, -   , -   ,,70.2,90.48
65695,HEPATITIS B CORE IgM,156,300,86705,,68.64,,26.27,11.74,8.24,24.63,26.27,74.22,11.77,28,11.77,70.98,28.95,12.01,,8.24,74.22
